id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
322,Paradise Palms Tiki Bar,Mediterranean,Expensive,Greenwich Village,10:00-22:00,3.36,0
323,Island Oasis Cafe,Moroccan,Cheap,Greenwich Village,07:00-17:00,3.68,1
324,Moonlight Serenade Lounge,Thai,Cheap,Hell's Kitchen,15:00-23:00,3.67,0
325,Paradise Cove Cafe,Ethiopian,Expensive,Soho,09:00-21:00,3.41,0
326,Lotus Blossom Chinese,Chinese,Medium,Chelsea,12:00-20:00,2.02,1
327,Island Oasis Cafe,Argentinian,Medium,Upper East Side,10:00-22:00,2.46,0
328,Harborview Cafe,Chinese,Expensive,East Village,16:00-00:00,1.14,1
329,Fireside Fare,Indian,Cheap,Tribeca,09:00-17:00,4.68,0
330,Casa Verde Taqueria,Mexican,Expensive,Williamsburg,09:00-21:00,1.98,1
331,Peking Palace Chinese,Thai,Cheap,Tribeca,12:00-20:00,3.38,1
332,Bamboo Garden Restaurant,Mexican,Expensive,Prospect Heights,10:00-18:00,2.72,1
333,Moonlit Oasis Lounge,French,Cheap,Midtown,18:00-02:00,4.47,0
334,Emerald Isle Eatery,Greek,Cheap,East Village,15:00-23:00,3.72,0
335,Spice World,Mexican,Medium,Harlem,16:00-00:00,1.2,0
336,Harborview Cafe,Italian,Medium,Lower East Side,12:00-20:00,4.43,0
337,Driftwood Tavern,Turkish,Expensive,West Village,09:00-17:00,4.19,1
338,Orchard View Bistro,American,Medium,Greenwich Village,11:00-23:00,3.61,1
339,Peking Palace Chinese,Spanish,Cheap,Greenwich Village,10:00-22:00,3.56,0
340,Paradise Palms Tiki Bar,French,Cheap,Harlem,12:00-20:00,3.08,1
341,Sunshine Cafe & Bakery,Mediterranean,Cheap,Greenwich Village,09:00-21:00,2.48,0
342,Pepperoni Palace Pizzeria,American,Expensive,Harlem,09:00-21:00,4.56,0
343,Casa de Campo,Vietnamese,Medium,East Village,07:00-15:00,4.98,0
344,Red Pepper Asian Fusion,Lebanese,Expensive,Bushwick,15:00-23:00,2.36,0
345,Oceanfront Oyster Bar,Brazilian,Medium,Upper East Side,13:00-21:00,4.37,1
346,Riverside Bistro,Korean,Cheap,Upper West Side,16:00-00:00,4.02,1
347,Green Leaf Salad Bar,Moroccan,Expensive,Tribeca,17:00-01:00,1.81,0
348,Bella Vita Ristorante,Spanish,Medium,West Village,12:00-00:00,2.0,1
349,La Piazza Trattoria,Lebanese,Medium,West Village,07:00-17:00,1.58,1
350,Tropical Taste Kitchen,Russian,Expensive,Chelsea,11:00-19:00,1.15,1
351,Bluewater Grill & Bar,Indian,Medium,Park Slope,17:00-01:00,3.39,1
352,Bamboo Grove Bistro,French,Medium,Bushwick,09:00-17:00,1.51,0
353,Jasmine Thai Cuisine,Greek,Expensive,Upper East Side,11:00-23:00,3.18,0
354,Harvest Moon Cafe,Russian,Cheap,Hell's Kitchen,12:00-00:00,2.17,0
355,Olive Branch Grill,Korean,Expensive,Bushwick,07:00-14:00,1.5,0
356,Pepper Pot Cafe,Russian,Medium,Tribeca,16:00-00:00,3.41,0
357,Bluewater Grill & Bar,Italian,Expensive,Lower East Side,18:00-02:00,3.96,0
358,Riverside Cafe,Italian,Cheap,Midtown,18:00-02:00,4.67,1
359,Savory Spice Kitchen,Italian,Medium,Williamsburg,17:00-01:00,3.25,0
360,Harvest Moon Cafe,Korean,Cheap,Williamsburg,10:00-18:00,4.01,1
361,Royal Oak Tavern,Argentinian,Expensive,Tribeca,10:00-18:00,1.38,1
362,Casa de Campo,Turkish,Cheap,East Village,12:00-00:00,1.9,0
363,Spice World,French,Cheap,Brooklyn Heights,12:00-00:00,1.41,1
364,Lakeside Bistro,Brazilian,Medium,Financial District,16:00-00:00,2.31,0
365,Bluebird Cafe,Moroccan,Expensive,Midtown,06:00-14:00,3.57,0
366,Mango Tango Bistro,Thai,Cheap,Midtown,08:00-20:00,4.39,1
367,Fusion Flavors Kitchen,Russian,Medium,Midtown,12:00-00:00,4.97,0
368,Pepperwood Grill,Italian,Cheap,Chelsea,08:00-20:00,3.72,1
369,Spice World,Lebanese,Expensive,Bushwick,08:00-16:00,1.64,1
370,Harborview Cafe,Chinese,Medium,Park Slope,09:00-17:00,3.28,1
371,Green Garden Kitchen,Lebanese,Expensive,Williamsburg,10:00-18:00,3.35,0
372,Garden of Eatin',Argentinian,Medium,Park Slope,11:00-19:00,3.28,0
373,Bella Terra Bistro,Greek,Expensive,Harlem,14:00-22:00,3.55,1
374,Moonlight Cafe,Italian,Expensive,Upper West Side,08:00-16:00,2.71,0
375,Pepperoni Palace Pizzeria,French,Medium,Brooklyn Heights,07:00-14:00,3.29,1
376,Tiki Hut Grill & Bar,French,Cheap,Greenwich Village,07:00-15:00,4.81,0
377,Terra Nova Tavern,Indian,Cheap,Upper East Side,12:00-20:00,2.87,0
378,Fireside Fare,Turkish,Expensive,Bushwick,11:00-19:00,3.32,0
379,Sunset Grill & Bar,Mexican,Expensive,Park Slope,11:00-23:00,2.02,1
380,Pepperwood Grill,Turkish,Cheap,Hell's Kitchen,17:00-01:00,3.89,1
381,The Spicy Spoon,French,Medium,Upper East Side,11:00-19:00,2.92,1
382,Oasis Mediterranean,Moroccan,Medium,Midtown,08:00-20:00,4.7,0
383,Starlight Lounge,Thai,Cheap,Upper East Side,18:00-02:00,2.14,1
384,Zen Garden Sushi Bar,Indian,Cheap,Long Island City,17:00-01:00,3.23,1
385,Garden of Eatin',Chinese,Medium,Tribeca,17:00-01:00,1.51,0
386,Harvest Table Cafe,Mediterranean,Medium,West Village,12:00-20:00,1.66,0
387,Fiesta Mexicana,Japanese,Cheap,Upper East Side,08:00-20:00,1.15,1
388,Spice Route Indian Cuisine,Moroccan,Expensive,Lower East Side,15:00-23:00,4.74,1
389,Green Garden Kitchen,American,Cheap,Midtown,12:00-00:00,3.32,1
390,Jasmine Thai Cuisine,Argentinian,Cheap,Bushwick,15:00-23:00,3.04,1
391,Bella Vita Ristorante,Greek,Cheap,Financial District,08:00-20:00,1.95,0
392,Bella Luna Trattoria,Argentinian,Cheap,Brooklyn Heights,10:00-22:00,4.03,0
393,Green Leaf Salad Bar,Lebanese,Cheap,West Village,12:00-20:00,3.67,1
394,Coconut Cove Caribbean,Italian,Cheap,Greenwich Village,07:00-17:00,2.38,1
395,Fireside Tavern,Ethiopian,Medium,Prospect Heights,15:00-23:00,1.66,0
396,Lakeside Bistro,Russian,Medium,Financial District,08:00-16:00,3.17,0
397,Tandoori Delights,Vietnamese,Medium,Williamsburg,10:00-18:00,3.11,0
398,Harvest Table Cafe,Italian,Medium,Astoria,08:00-16:00,1.83,1
399,Lakeside Bistro,Italian,Cheap,Midtown,14:00-22:00,4.51,1
400,Casa del Sol,Vietnamese,Expensive,Hell's Kitchen,07:00-15:00,1.18,1
401,Harvest Table Cafe,French,Cheap,Astoria,08:00-16:00,3.59,1
402,Casa de Campo,Japanese,Cheap,Tribeca,07:00-15:00,4.17,0
403,Moonlight Cafe,Moroccan,Medium,Williamsburg,09:00-17:00,4.85,1
404,Bella Terra Bistro,Moroccan,Expensive,Soho,11:00-19:00,4.7,1
405,Oceanview Grill,Mediterranean,Medium,Financial District,11:00-19:00,4.71,0
406,Thai Orchid Garden,Japanese,Expensive,Upper East Side,16:00-00:00,3.46,0
407,The Spicy Spoon,Turkish,Cheap,Upper West Side,17:00-01:00,2.71,1
408,Oasis Mediterranean,Russian,Medium,Prospect Heights,17:00-01:00,3.28,1
409,Bamboo Grove Bistro,Thai,Medium,Harlem,12:00-00:00,1.24,1
410,Pepperoni Palace Pizzeria,Russian,Expensive,Tribeca,14:00-22:00,3.0,0
411,Ocean Blue Grill,Mexican,Medium,Prospect Heights,12:00-20:00,3.58,0
412,Tandoori Delights,Italian,Cheap,Bushwick,16:00-00:00,4.68,1
413,Fire & Ice Grill,Ethiopian,Expensive,East Village,10:00-22:00,4.15,0
414,Sunrise Diner,Italian,Medium,Long Island City,11:00-23:00,3.8,0
415,Bamboo Garden Restaurant,Argentinian,Cheap,Tribeca,10:00-18:00,3.14,1
416,Riverside Cafe,Mexican,Expensive,Hell's Kitchen,06:00-14:00,4.28,1
417,Red Pepper Asian Fusion,Indian,Medium,East Village,08:00-20:00,4.07,1
418,Mango Madness Tropical,Ethiopian,Medium,Chelsea,16:00-00:00,2.51,1
419,Bella Vita Ristorante,Indian,Expensive,Tribeca,18:00-02:00,2.22,1
420,Aztec Sun Mexican Grill,French,Medium,East Village,07:00-14:00,4.0,1
421,Picante Peppers Mexican,Spanish,Cheap,East Village,07:00-14:00,1.55,1
422,Casa de Campo,Mexican,Medium,Bushwick,09:00-17:00,1.03,0
423,Spice Market Buffet,Italian,Cheap,Chelsea,09:00-17:00,4.51,1
424,Golden Harvest Diner,Brazilian,Expensive,Soho,12:00-00:00,2.29,0
425,Tropical Taste Kitchen,Mexican,Medium,Long Island City,14:00-22:00,4.67,1
426,Garden of Eatin',Ethiopian,Cheap,Bushwick,07:00-17:00,1.91,1
427,The Spicy Spoon,Vietnamese,Expensive,Bushwick,15:00-23:00,3.7,1
428,Red Lantern Chinese,Spanish,Expensive,West Village,07:00-15:00,1.58,0
429,Casa Verde Taqueria,Brazilian,Expensive,Bushwick,09:00-21:00,3.68,0
430,La Piazza Trattoria,Turkish,Expensive,Harlem,17:00-01:00,1.19,1
431,Bella Terra Bistro,Japanese,Expensive,Hell's Kitchen,10:00-22:00,3.71,1
432,Ocean Blue Grill,Argentinian,Expensive,Tribeca,06:00-14:00,2.06,1
433,Harvest Table Cafe,Brazilian,Expensive,Harlem,09:00-17:00,1.27,1
434,Spice of Life Indian Cuisine,Turkish,Expensive,West Village,11:00-19:00,2.26,0
435,Harbor Lights Seafood,Indian,Medium,West Village,11:00-19:00,2.97,1
436,Island Oasis Cafe,Thai,Expensive,Harlem,09:00-21:00,1.04,1
437,Peking Palace Chinese,Argentinian,Expensive,Long Island City,09:00-21:00,2.63,0
438,Harvest Moon Cafe,Chinese,Medium,Brooklyn Heights,12:00-00:00,4.34,1
439,Sunset Strip Steakhouse,Brazilian,Medium,Williamsburg,07:00-14:00,1.76,0
440,Starlight Lounge,Argentinian,Medium,Upper East Side,15:00-23:00,3.95,0
441,Casa Verde Taqueria,Lebanese,Medium,Hell's Kitchen,14:00-22:00,4.09,0
442,Blue Ribbon BBQ,Ethiopian,Medium,Park Slope,09:00-17:00,2.85,0
443,Bella Vita Ristorante,Vietnamese,Expensive,East Village,06:00-14:00,2.03,0
444,Pepperwood Grill,Japanese,Cheap,Chelsea,10:00-18:00,3.56,0
445,Seaside Grill & Bar,Brazilian,Medium,Harlem,07:00-17:00,4.8,0
446,Morning Mist Cafe,Spanish,Medium,Williamsburg,17:00-01:00,4.57,1
447,Red Lantern Chinese,Ethiopian,Medium,Bushwick,08:00-20:00,1.69,0
448,Paradise Cove Cafe,Japanese,Cheap,Harlem,12:00-00:00,4.62,1
449,Peking Palace Chinese,Vietnamese,Cheap,Brooklyn Heights,07:00-17:00,1.04,1
450,Golden Gate Diner,French,Cheap,East Village,12:00-00:00,2.78,1
451,Fiesta Mexicana,Thai,Medium,Brooklyn Heights,08:00-16:00,1.19,1
452,Moonlight Cafe,Turkish,Expensive,Park Slope,11:00-23:00,3.76,0
453,Sunflower Cafe & Bakery,Mediterranean,Cheap,Harlem,07:00-15:00,1.31,0
454,Bella Vista Bistro,Turkish,Cheap,Financial District,12:00-00:00,3.01,0
455,Zen Fusion Sushi,Moroccan,Medium,Hell's Kitchen,13:00-21:00,1.92,0
456,Zen Garden Sushi Bar,Turkish,Medium,Long Island City,10:00-18:00,1.11,0
457,Thai Orchid Garden,Moroccan,Expensive,Soho,12:00-20:00,2.36,0
458,Casa del Sol,Indian,Expensive,Chelsea,18:00-02:00,1.77,1
459,Pepperwood Grill,Korean,Cheap,Financial District,12:00-20:00,2.1,0
460,Zenith Zen Sushi,Italian,Expensive,West Village,08:00-20:00,2.04,0
461,Golden Gate Diner,Moroccan,Medium,Long Island City,15:00-23:00,1.47,0
462,Bella Napoli Pizzeria,Mexican,Medium,Brooklyn Heights,10:00-22:00,2.35,1
463,Red Pepper Asian Fusion,Ethiopian,Cheap,Upper West Side,15:00-23:00,1.19,1
464,Fireside Fare,Spanish,Medium,East Village,12:00-20:00,2.5,1
465,Pasta Perfection,Brazilian,Medium,Bushwick,13:00-21:00,1.0,1
466,Fireside Fare,Spanish,Expensive,Upper East Side,10:00-18:00,1.92,1
467,Spice Island Grill,Vietnamese,Cheap,Financial District,13:00-21:00,1.74,1
468,Aztec Sun Mexican Grill,Ethiopian,Cheap,Chelsea,11:00-19:00,1.39,1
469,Black Forest Bistro,Indian,Cheap,West Village,13:00-21:00,1.3,0
470,La Piazza Trattoria,Vietnamese,Medium,Upper West Side,12:00-00:00,3.79,1
471,The Spicy Spoon,Lebanese,Cheap,Tribeca,12:00-00:00,1.04,1
472,Moonlit Oasis Lounge,Argentinian,Medium,Greenwich Village,14:00-22:00,3.21,0
473,Tiki Hut Grill & Bar,Mediterranean,Medium,Soho,11:00-23:00,3.38,1
474,Tropical Taste Kitchen,Moroccan,Cheap,Greenwich Village,07:00-15:00,1.56,0
475,Bamboo Garden Restaurant,Spanish,Cheap,West Village,15:00-23:00,3.0,1
476,Harbor Lights Seafood,Indian,Expensive,Brooklyn Heights,18:00-02:00,1.62,1
477,Royal Oak Tavern,French,Expensive,Greenwich Village,13:00-21:00,4.64,1
478,Island Oasis Cafe,Lebanese,Expensive,Financial District,12:00-00:00,1.36,1
479,Black Forest Bistro,Japanese,Medium,Harlem,09:00-21:00,1.13,0
480,Royal Oak Tavern,Thai,Cheap,Long Island City,06:00-14:00,1.33,1
481,Tandoori Delights,Moroccan,Medium,Midtown,15:00-23:00,4.84,0
482,Piccolo Pizzeria,Ethiopian,Cheap,Chelsea,08:00-16:00,1.15,0
483,Green Leaf Salad Bar,Korean,Expensive,Financial District,13:00-21:00,3.29,1
484,Riverside Cafe,Argentinian,Medium,Tribeca,08:00-16:00,4.92,0
485,Cafe Luna Rossa,Lebanese,Medium,Prospect Heights,12:00-00:00,4.92,1
486,Zen Garden Sushi Bar,Korean,Medium,Upper East Side,12:00-20:00,4.92,0
487,Fireside Fare,Spanish,Expensive,Lower East Side,15:00-23:00,1.86,0
488,Spice Island Grill,Brazilian,Expensive,Greenwich Village,12:00-00:00,2.05,0
489,Cafe Luna Rossa,French,Cheap,Prospect Heights,07:00-17:00,4.35,1
490,Orchard View Bistro,Lebanese,Cheap,East Village,08:00-16:00,1.06,1
491,Paradise Cove Cafe,Ethiopian,Cheap,Midtown,14:00-22:00,1.81,1
492,Sunflower Cafe & Bakery,French,Expensive,Greenwich Village,09:00-21:00,3.16,1
493,Redwood Smokehouse,Turkish,Cheap,Williamsburg,13:00-21:00,2.82,0
494,Zen Fusion Sushi,Lebanese,Expensive,Chelsea,12:00-00:00,3.03,1
495,Pepper Pot Cafe,Indian,Medium,Prospect Heights,07:00-17:00,3.56,0
496,Bella Napoli Pizzeria,Spanish,Medium,Financial District,12:00-20:00,1.41,0
497,Pepperwood Grill,Greek,Expensive,Park Slope,10:00-18:00,3.64,0
498,Bluebird Cafe,Moroccan,Medium,Harlem,12:00-20:00,1.94,0
499,Bamboo Breeze Bistro,Brazilian,Cheap,East Village,09:00-17:00,1.1,1
500,Riverwalk Cafe,Ethiopian,Expensive,Williamsburg,09:00-17:00,3.63,1
501,Pepperoni Palace Pizzeria,Brazilian,Expensive,Astoria,11:00-19:00,3.79,0
502,Tandoori Delights,Argentinian,Expensive,Upper West Side,09:00-17:00,3.14,0
503,Bella Luna Trattoria,Chinese,Cheap,Long Island City,10:00-18:00,4.78,1
504,Tropical Taste Kitchen,Chinese,Cheap,Greenwich Village,10:00-22:00,4.37,0
505,Pepper Pot Cafe,Italian,Cheap,Greenwich Village,11:00-23:00,2.36,0
506,Bamboo Garden Restaurant,Brazilian,Expensive,Bushwick,16:00-00:00,3.01,0
507,Mango Tango Bistro,Chinese,Expensive,Financial District,10:00-18:00,1.75,0
508,Firefly Lounge,Mexican,Expensive,Financial District,07:00-17:00,3.14,1
509,Lotus Blossom Chinese,Japanese,Expensive,Midtown,13:00-21:00,1.32,0
510,Blue Ribbon BBQ,Japanese,Medium,Hell's Kitchen,12:00-20:00,2.69,0
511,Bluebird Cafe,Turkish,Cheap,Williamsburg,10:00-22:00,4.38,1
512,Casa de Campo,Italian,Medium,Greenwich Village,09:00-21:00,1.1,0
513,Bella Terra Bistro,Brazilian,Expensive,Tribeca,08:00-20:00,4.27,1
514,Oasis Mediterranean,Mediterranean,Expensive,Upper East Side,08:00-16:00,3.35,1
515,Zen Garden Sushi Bar,Japanese,Cheap,Greenwich Village,06:00-14:00,1.97,1
516,Spice of Life Indian Cuisine,Russian,Cheap,Lower East Side,07:00-14:00,4.86,1
517,Mountain View Cafe,Mexican,Expensive,Chelsea,13:00-21:00,2.4,0
518,Oasis Mediterranean,Chinese,Medium,Astoria,09:00-17:00,1.39,1
519,Green Garden Kitchen,Turkish,Expensive,Prospect Heights,15:00-23:00,2.31,0
520,Bella Napoli Pizzeria,Moroccan,Cheap,Long Island City,07:00-14:00,3.14,1
521,Paradise Cove Cafe,Russian,Medium,Upper East Side,08:00-16:00,1.01,1
522,Red Pepper Asian Fusion,Russian,Expensive,Greenwich Village,13:00-21:00,1.27,1
523,Fireside Tavern,Russian,Cheap,Long Island City,10:00-18:00,1.12,0
524,Terra Nova Tavern,Lebanese,Cheap,Greenwich Village,11:00-23:00,2.42,0
525,Blue Horizon Seafood,Greek,Medium,Long Island City,10:00-22:00,2.87,0
526,Pepperoni Palace Pizzeria,Mexican,Medium,Financial District,10:00-22:00,2.09,1
527,Pepperoni Palace Pizzeria,Moroccan,Medium,Harlem,14:00-22:00,4.05,0
528,Piccolo Pizzeria,Spanish,Cheap,Long Island City,08:00-16:00,2.02,1
529,Terra Nova Tavern,Ethiopian,Expensive,Hell's Kitchen,17:00-01:00,1.86,1
530,Bella Terra Bistro,Thai,Medium,Prospect Heights,07:00-14:00,4.59,1
531,Blue Horizon Seafood,Vietnamese,Expensive,Brooklyn Heights,12:00-00:00,4.47,1
532,Emerald Isle Eatery,Korean,Medium,East Village,11:00-19:00,1.22,0
533,Savory Spice Kitchen,Greek,Medium,Long Island City,15:00-23:00,3.73,1
534,Bella Napoli Pizzeria,Vietnamese,Expensive,West Village,11:00-23:00,2.19,1
535,Oceanfront Oyster Bar,Greek,Cheap,Financial District,07:00-17:00,4.06,0
536,Piccolo Pizzeria,Thai,Cheap,East Village,06:00-14:00,3.85,1
537,Green Garden Kitchen,Mediterranean,Cheap,Upper East Side,10:00-22:00,3.14,0
538,Green Leaf Salad Bar,Greek,Medium,Park Slope,14:00-22:00,4.84,1
539,Orchard View Bistro,Thai,Medium,Midtown,16:00-00:00,3.31,0
540,Coconut Cove Caribbean,Brazilian,Cheap,Greenwich Village,10:00-18:00,1.35,0
541,Lotus Blossom Chinese,Mexican,Medium,Lower East Side,18:00-02:00,4.1,0
542,Coastal Catch Seafood,Greek,Medium,Bushwick,17:00-01:00,4.14,0
543,Spice Market Buffet,Turkish,Medium,Upper West Side,10:00-18:00,4.87,0
544,Bamboo Breeze Bistro,Moroccan,Medium,Upper East Side,16:00-00:00,4.04,0
545,Rustic Roots Cafe,Korean,Cheap,Financial District,11:00-23:00,3.4,0
546,Sunshine Cafe & Bakery,Italian,Cheap,Harlem,12:00-20:00,3.84,0
547,Lotus Blossom Chinese,Turkish,Cheap,Harlem,12:00-00:00,2.59,0
548,Firefly Lounge,Italian,Expensive,Hell's Kitchen,11:00-23:00,3.5,0
549,La Piazza Trattoria,Korean,Expensive,Williamsburg,07:00-15:00,3.93,0
550,Golden Gate Diner,French,Medium,Midtown,12:00-20:00,4.15,0
551,Golden Gate Diner,Spanish,Cheap,Lower East Side,11:00-19:00,3.55,0
552,Green Garden Kitchen,Japanese,Expensive,Greenwich Village,16:00-00:00,1.13,0
553,Golden Harvest Diner,Chinese,Expensive,Park Slope,06:00-14:00,2.36,1
554,Emerald Isle Eatery,Vietnamese,Expensive,Greenwich Village,11:00-19:00,2.65,1
555,Bella Napoli Pizzeria,Turkish,Cheap,Tribeca,14:00-22:00,3.09,0
556,Tiki Hut Grill & Bar,Brazilian,Expensive,Midtown,13:00-21:00,1.36,1
557,Peking Palace Chinese,Russian,Expensive,Bushwick,11:00-19:00,3.98,1
558,Casa de Campo,Indian,Medium,Financial District,14:00-22:00,1.18,0
559,Bella Vita Ristorante,Chinese,Expensive,Harlem,14:00-22:00,1.41,0
560,Oceanfront Oyster Bar,Brazilian,Medium,Long Island City,18:00-02:00,2.93,0
561,Tandoori Delights,Greek,Expensive,West Village,10:00-22:00,3.28,1
562,Green Garden Kitchen,Vietnamese,Cheap,Harlem,12:00-20:00,3.28,1
563,Sunset Strip Steakhouse,American,Medium,Astoria,10:00-18:00,3.75,1
564,Bella Vista Bistro,Mediterranean,Expensive,Williamsburg,06:00-14:00,3.68,1
565,Lakeside Bistro,Mexican,Expensive,Park Slope,15:00-23:00,1.79,1
566,Fire & Ice Grill,Korean,Cheap,Harlem,10:00-22:00,4.67,0
567,Golden Harvest Diner,Argentinian,Cheap,Chelsea,07:00-17:00,2.24,1
568,Pacific Pearl Oyster Bar,Moroccan,Medium,Harlem,10:00-22:00,4.52,0
569,Red Lantern Chinese,Ethiopian,Medium,Prospect Heights,15:00-23:00,3.75,0
570,Bluebird Cafe,Turkish,Medium,Long Island City,11:00-19:00,3.99,0
571,Redwood Smokehouse,American,Medium,Upper East Side,12:00-20:00,2.84,0
572,Sunrise Diner,Ethiopian,Cheap,Williamsburg,07:00-15:00,3.15,0
573,Green Garden Kitchen,Russian,Expensive,Long Island City,10:00-22:00,3.98,1
574,Peking Palace Chinese,Turkish,Medium,Financial District,09:00-17:00,4.19,1
575,Peking Palace Chinese,Italian,Medium,Prospect Heights,09:00-21:00,4.51,0
576,Sunset Grill & Bar,American,Expensive,Brooklyn Heights,07:00-14:00,4.02,1
577,The Spicy Spoon,Turkish,Medium,Long Island City,17:00-01:00,4.5,0
578,Cafe Luna Rossa,Korean,Expensive,Long Island City,12:00-20:00,2.64,0
579,Tropical Taste Kitchen,Russian,Cheap,Williamsburg,12:00-00:00,4.88,0
580,Island Oasis Cafe,Turkish,Cheap,Tribeca,11:00-19:00,4.26,1
581,Spice Island Grill,Mexican,Expensive,Financial District,11:00-23:00,1.21,0
582,Lakeside Bistro,Argentinian,Cheap,East Village,06:00-14:00,3.77,1
583,Lotus Blossom Chinese,Japanese,Expensive,Williamsburg,07:00-15:00,2.46,1
584,Spice Market Buffet,Italian,Expensive,Upper East Side,15:00-23:00,4.31,0
585,Morning Mist Cafe,Spanish,Expensive,Soho,14:00-22:00,3.32,1
586,Redwood Smokehouse,Spanish,Cheap,Greenwich Village,10:00-18:00,1.06,1
587,Sizzling Salsa Cantina,Italian,Expensive,Lower East Side,16:00-00:00,1.69,1
588,Zen Garden Sushi Bar,Brazilian,Cheap,Park Slope,11:00-19:00,2.87,1
589,Bella Terra Bistro,Greek,Cheap,Astoria,07:00-14:00,4.75,1
590,Morning Mist Cafe,Turkish,Medium,Soho,07:00-15:00,2.77,0
591,Pepperwood Grill,Vietnamese,Expensive,West Village,09:00-21:00,2.34,0
592,Driftwood Tavern,Greek,Medium,East Village,11:00-19:00,2.15,0
593,Mango Tango Bistro,Chinese,Expensive,Bushwick,13:00-21:00,3.46,0
594,Fireside Tavern,Japanese,Expensive,East Village,08:00-16:00,4.74,0
595,Pepperwood Grill,Mediterranean,Expensive,Lower East Side,16:00-00:00,4.48,0
596,Thai Orchid Garden,Vietnamese,Cheap,Park Slope,09:00-21:00,1.86,0
597,Terra Nova Tavern,Japanese,Medium,Upper West Side,08:00-16:00,4.02,1
598,Lotus Blossom Chinese,Brazilian,Cheap,Williamsburg,18:00-02:00,4.3,1
599,Harbor Lights Seafood,Italian,Medium,Astoria,07:00-17:00,1.42,1
600,Island Oasis Cafe,Indian,Expensive,Harlem,18:00-02:00,3.39,0
601,Harvest Moon Cafe,Indian,Expensive,Upper West Side,11:00-19:00,4.46,0
602,Casa Verde Taqueria,Moroccan,Medium,Bushwick,12:00-20:00,2.37,1
603,Fiesta Mexicana,Lebanese,Cheap,Upper East Side,09:00-17:00,2.25,1
604,Picante Peppers Mexican,Moroccan,Cheap,Astoria,16:00-00:00,4.87,1
605,Sunshine Cafe & Bakery,Korean,Medium,Financial District,07:00-15:00,4.78,0
606,Mango Madness Tropical,Mediterranean,Medium,East Village,12:00-20:00,4.27,1
607,Paradise Cove Cafe,Chinese,Medium,Harlem,15:00-23:00,4.5,1
608,Bamboo Garden Restaurant,Russian,Medium,Soho,10:00-22:00,3.41,0
609,Moonlit Oasis Lounge,Mexican,Cheap,Greenwich Village,08:00-20:00,2.06,0
610,Red Pepper Asian Fusion,Moroccan,Cheap,Midtown,12:00-20:00,4.41,1
611,Peking Palace Chinese,Argentinian,Expensive,Prospect Heights,08:00-20:00,1.46,1
612,Cafe Luna Rossa,Mediterranean,Expensive,Long Island City,14:00-22:00,3.8,0
613,Tropical Taste Kitchen,Brazilian,Expensive,Soho,15:00-23:00,2.16,0
614,Olive Branch Grill,Vietnamese,Medium,West Village,11:00-23:00,2.26,1
615,The Spicy Spoon,French,Expensive,East Village,06:00-14:00,4.49,1
616,Wildflower Cafe,Japanese,Cheap,Astoria,11:00-19:00,4.68,0
617,Cafe Luna Rossa,Mediterranean,Cheap,Bushwick,17:00-01:00,4.19,1
618,Moonlight Cafe,Japanese,Medium,Brooklyn Heights,09:00-17:00,4.33,1
619,Fireside Tavern,Argentinian,Medium,Brooklyn Heights,06:00-14:00,2.28,1
620,Tropical Taste Kitchen,Lebanese,Cheap,Long Island City,06:00-14:00,3.95,0
621,Starlight Lounge,Brazilian,Expensive,Long Island City,11:00-23:00,4.57,0
622,Tiki Hut Grill & Bar,Turkish,Expensive,Harlem,18:00-02:00,2.63,0
623,Olive Branch Grill,Korean,Cheap,Tribeca,09:00-17:00,4.04,1
624,La Piazza Trattoria,Japanese,Medium,Midtown,11:00-19:00,4.63,1
625,Aztec Sun Mexican Grill,French,Expensive,Upper East Side,17:00-01:00,2.37,0
626,Tiki Hut Grill & Bar,Ethiopian,Expensive,Brooklyn Heights,10:00-18:00,1.09,1
627,Fireside Tavern,Mexican,Expensive,Chelsea,16:00-00:00,2.2,1
628,Fire & Ice Grill,Lebanese,Cheap,Financial District,11:00-23:00,2.53,0
629,Golden Harvest Diner,Moroccan,Expensive,East Village,13:00-21:00,4.85,1
630,Driftwood Tavern,Thai,Medium,East Village,17:00-01:00,1.05,1
631,Blue Ribbon BBQ,Ethiopian,Cheap,Tribeca,13:00-21:00,3.79,0
632,Sunflower Cafe & Bakery,Italian,Expensive,Lower East Side,12:00-00:00,4.5,0
633,Bamboo Breeze Bistro,Ethiopian,Expensive,Hell's Kitchen,12:00-00:00,4.94,0
634,Sunset Grill & Bar,Chinese,Medium,East Village,09:00-21:00,4.85,0
635,Bella Vita Ristorante,French,Cheap,Harlem,08:00-20:00,2.83,1
636,Spice of Life Indian Cuisine,American,Cheap,Astoria,10:00-18:00,4.28,0
637,Harvest Moon Cafe,French,Medium,Williamsburg,09:00-21:00,3.65,1
638,Bluewater Grill & Bar,Chinese,Cheap,West Village,11:00-23:00,3.25,1
639,Olive Branch Grill,Mediterranean,Medium,Astoria,06:00-14:00,4.06,1
640,Bella Amore Ristorante,Lebanese,Expensive,Prospect Heights,06:00-14:00,4.83,0
641,The Spicy Spoon,Mexican,Medium,Brooklyn Heights,16:00-00:00,1.25,0
642,Bluewater Grill & Bar,Indian,Expensive,Brooklyn Heights,08:00-20:00,4.85,1
